text,source,text_clean,label
lumayan bagus 🤏,PlayStore,lumayan bagus,2
ok top,PlayStore,ok top,2
"tidak membantu, banyak nomor yg tidak bisa di lacak",PlayStore,tidak membantu banyak nomor yg tidak bisa di lacak,2
not in accordance with the facts but must pay first without giving a free example,PlayStore,not in accordance with the facts but must pay first without giving a free example,1
bagaimana cara berhenti langganan otomatis dari premium??? saya gak ngeh lohh pantes saldo kok berkurang ternyata setiap bulan ada potongan dannnnn baru ngeh udah mau setahun😭😭😭,PlayStore,bagaimana cara berhenti langganan otomatis dari premium saya gak ngeh lohh pantes saldo kok berkurang ternyata setiap bulan ada potongan dannnnn baru ngeh udah mau setahun,1
gaada gunanya ni apk klo ujung ujungnya gabisa dipake gr' harus bayar,PlayStore,gaada gunanya ni apk klo ujung ujungnya gabisa dipake gr harus bayar,1
aplikasi yang jlek harus bayar,PlayStore,aplikasi yang jlek harus bayar,1
aplikasi sering eror apa GK support di hp Xiaomi.. sering force close..padahal dh di seting sesuai.sudah terlanjur berlangganan malah gini mulu,PlayStore,aplikasi sering eror apa gk support di hp xiaomi sering force closepadahal dh di seting sesuaisudah terlanjur berlangganan malah gini mulu,1
harus premium mulu,PlayStore,harus premium mulu,1
Jadi tau siapa yg menghubungi kita,PlayStore,jadi tau siapa yg menghubungi kita,1
🤩,PlayStore,,1
masa mau liat nm kontk doang hrs prem.,PlayStore,masa mau liat nm kontk doang hrs prem,1
kenapa harus bayar ? Padahal dulu gratis,PlayStore,kenapa harus bayar  padahal dulu gratis,1
"dana saya tersedot sendiri, padahal saya tidak langganan di getcontact",PlayStore,dana saya tersedot sendiri padahal saya tidak langganan di getcontact,1
Awal nya ragu tapi setelah dowload gila sih menurut ku,PlayStore,awal nya ragu tapi setelah dowload gila sih menurut ku,1
saldo ketarik sendiri padahal uang buat makan 1 minggu kecewa bgt si,PlayStore,saldo ketarik sendiri padahal uang buat makan  minggu kecewa bgt si,0
kenapa harus premium yang bisa melihat siap yang nge sv,PlayStore,kenapa harus premium yang bisa melihat siap yang nge sv,1
bagus banget❤️❤️,PlayStore,bagus banget,2
bayarrr semua,PlayStore,bayarrr semua,1
ga bermutu,PlayStore,ga bermutu,1
pelit konto,PlayStore,pelit konto,1
berbayar masa,PlayStore,berbayar masa,1
berbayar semua ni aplikasi mau liat tag aja harus bayar,PlayStore,berbayar semua ni aplikasi mau liat tag aja harus bayar,1
banyak iklan ga jelas,PlayStore,banyak iklan ga jelas,1
beg** harus bayar,PlayStore,beg harus bayar,1
"kok namabtag yang muncul itu yang dulu ya sekitar 2 taun 3 taun lalu, kenapa ngga yang sekarang?",PlayStore,kok namabtag yang muncul itu yang dulu ya sekitar  taun  taun lalu kenapa ngga yang sekarang,1
minusnya harus berbayar,PlayStore,minusnya harus berbayar,1
baru download get contak apa apa ini wa saya sampe ke blog tidak bisa masuk wa buat minta verifikasi tolong jangan kaya gini aplikasi nya,PlayStore,baru download get contak apa apa ini wa saya sampe ke blog tidak bisa masuk wa buat minta verifikasi tolong jangan kaya gini aplikasi nya,1
"selama ini gak, ada kendala, ada spam gue gak angkat karna pasti penipu # bisa di lihat siapa yg tlp",PlayStore,selama ini gak ada kendala ada spam gue gak angkat karna pasti penipu  bisa di lihat siapa yg tlp,0
udah wareg database jd berbayar,PlayStore,udah wareg database jd berbayar,1
"mau liat no orng aja harus bayar,dulu sebelum rame aja ga bayar ni apk",PlayStore,mau liat no orng aja harus bayardulu sebelum rame aja ga bayar ni apk,1
ok kwan,PlayStore,ok kwan,1
pas firal aja bayar huuu,PlayStore,pas firal aja bayar huuu,1
Berbayarrr,PlayStore,berbayarrr,1
"dulu cukup baik setidaknya menyelamatkan saya dari banyak penipuan melalui telepon, sekarang semua serba premium padahal dahulu sangat bermanfaat dalam hal sederhana dan sangat membantu",PlayStore,dulu cukup baik setidaknya menyelamatkan saya dari banyak penipuan melalui telepon sekarang semua serba premium padahal dahulu sangat bermanfaat dalam hal sederhana dan sangat membantu,2
mantabbb,PlayStore,mantabbb,1
ANJ TIBA TIBA NARIK DANA KU GUE GA KEPAKE APK LU NGAPAIN TIBA² NARIK DANA KU,PlayStore,anj tiba tiba narik dana ku gue ga kepake apk lu ngapain tiba narik dana ku,1
gk jelas suruh ngirim nomer yg mau diliat kontak nya terus nya malah nama org lain,PlayStore,gk jelas suruh ngirim nomer yg mau diliat kontak nya terus nya malah nama org lain,1
bagus banget aplikasinya bisa lacak nomor org,PlayStore,bagus banget aplikasinya bisa lacak nomor org,2
makasih banyak getcontact,PlayStore,makasih banyak getcontact,1
gratis aj mending,PlayStore,gratis aj mending,1
bingung makenya,PlayStore,bingung makenya,1
baaguss kualitas nya@,PlayStore,baaguss kualitas nya,1
masa mau verifikasi nomor hp dari 12 angka jadi 10 angka jadi ga nerima2 kodenya apk ga jelas ga kayak sangat2 kecewa,PlayStore,masa mau verifikasi nomor hp dari  angka jadi  angka jadi ga nerima kodenya apk ga jelas ga kayak sangat kecewa,0
masuknya susah,PlayStore,masuknya susah,1
terima kasih Getconct dapat membantu mencari penelpon,PlayStore,terima kasih getconct dapat membantu mencari penelpon,2
ruwet,PlayStore,ruwet,1
karna ini sangat bermanfaat,PlayStore,karna ini sangat bermanfaat,2
skg berbayar payah,PlayStore,skg berbayar payah,1
mantap euy,PlayStore,mantap euy,2
lebih dikembangkan lagi,PlayStore,lebih dikembangkan lagi,1
"masuk aja susah, verivikasi nomor hp, yg diketik benar yg muncul tengahnya hilang satu ya gk mungkin dapat kode, kok bisa",PlayStore,masuk aja susah verivikasi nomor hp yg diketik benar yg muncul tengahnya hilang satu ya gk mungkin dapat kode kok bisa,1
"aplikasi ini sangat bagus. jdi, kita bisa tau nama kontak kita di hp orang lain.......",PlayStore,aplikasi ini sangat bagus jdi kita bisa tau nama kontak kita di hp orang lain,2
Mantapp,PlayStore,mantapp,1
mohon untuk Get Contact kasih gratis 3x dong dengan melihat iklan..,PlayStore,mohon untuk get contact kasih gratis x dong dengan melihat iklan,1
"gabisa login , nomor yg diketik apa.. yg dihubungi apa.. gajelas",PlayStore,gabisa login  nomor yg diketik apa yg dihubungi apa gajelas,1
tiba² duit saya di gopay hilang 20k gara² ni aplikasi balikin duit gua setaann,PlayStore,tiba duit saya di gopay hilang k gara ni aplikasi balikin duit gua setaann,1
mode trialnya harus di perbanyak lagi,PlayStore,mode trialnya harus di perbanyak lagi,1
"Allhamdulillah cukup membantu, Terima kasih,",PlayStore,allhamdulillah cukup membantu terima kasih,2
"ap"" hrus bayar",PlayStore,ap hrus bayar,1
gasuka harus hapus aplikasi lain baru bisa di download 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,PlayStore,gasuka harus hapus aplikasi lain baru bisa di download,1
"nomer sudah ditulis dengan benar malah pas verifikasi nomernya dihapus 1 angka gimana sih getcontac. mangkanya gak dapet verfikasi nomernya aja dihapus 1 angka. gak jelas bgtt, tolong diperbarui dongg apknya",PlayStore,nomer sudah ditulis dengan benar malah pas verifikasi nomernya dihapus  angka gimana sih getcontac mangkanya gak dapet verfikasi nomernya aja dihapus  angka gak jelas bgtt tolong diperbarui dongg apknya,1
sekarang ada biaya nya ga kaya dulu gratis,PlayStore,sekarang ada biaya nya ga kaya dulu gratis,1
mau login aja ribet susah gak bisa terus,PlayStore,mau login aja ribet susah gak bisa terus,1
apa gunanya apk yang katanya bisa liat orang lain save pake nama apa kalo ujungnya bayar,PlayStore,apa gunanya apk yang katanya bisa liat orang lain save pake nama apa kalo ujungnya bayar,1
sini bayar prem dulu baru gw bintang 5,PlayStore,sini bayar prem dulu baru gw bintang,1
baguss sih mmbantu dr penipu biadabbbbb,PlayStore,baguss sih mmbantu dr penipu biadabbbbb,0
udh ga worth it,PlayStore,udh ga worth it,1
"mentang mentang pake akun google lama seenaknya aja bayar ke dana,udah tau berhenti langgangan,karna lupa akun google dasar bego",PlayStore,mentang mentang pake akun google lama seenaknya aja bayar ke danaudah tau berhenti langgangankarna lupa akun google dasar bego,1
"aplikasi ngawur masak to aku nomermu di namain yang aneh2 padahal saya gak kenal dan gak pernah wa nan sama itu orang kok bisa bisa nya udah otomatis ada namanya, ada yang berinisial w,r,s ngawur banget,apk ini bikin orang jadi gak baik baik saja, gak reel,makasih",PlayStore,aplikasi ngawur masak to aku nomermu di namain yang aneh padahal saya gak kenal dan gak pernah wa nan sama itu orang kok bisa bisa nya udah otomatis ada namanya ada yang berinisial wrs ngawur bangetapk ini bikin orang jadi gak baik baik saja gak reelmakasih,1
"tidak ada informasi yg didapat, tidak sesuai iklan. mau buka aja sdh diarahkan berlangganan",PlayStore,tidak ada informasi yg didapat tidak sesuai iklan mau buka aja sdh diarahkan berlangganan,1
bayak biaya gak kayak dulu,PlayStore,bayak biaya gak kayak dulu,1
mudah d cari😀😀😀,PlayStore,mudah d cari,1
gajelas banget udah masukin nomor tp d batasin nomornya gajelas masa harus ganti nomor si,PlayStore,gajelas banget udah masukin nomor tp d batasin nomornya gajelas masa harus ganti nomor si,1
"pelit, liat tag aja harus premium dlu, beda waktu pertama dirilis",PlayStore,pelit liat tag aja harus premium dlu beda waktu pertama dirilis,1
okkkkk,PlayStore,okkkkk,1
"saya tidak dapat membatalkan berlangganan premium getcontact, saya cari berlangganan di play store tidak ada. tetapi saldo saya tetap terpotong dan saya cari cari buat membatalkan berlangganan premium tidak bisa. tolong bantu saya buat membatalkan berlangganan premium di Getcontact, TOLONG....",PlayStore,saya tidak dapat membatalkan berlangganan premium getcontact saya cari berlangganan di play store tidak ada tetapi saldo saya tetap terpotong dan saya cari cari buat membatalkan berlangganan premium tidak bisa tolong bantu saya buat membatalkan berlangganan premium di getcontact tolong,1
mantab bisa tau nomer penipu,PlayStore,mantab bisa tau nomer penipu,0
harusnya gratis aja tidak berbayar,PlayStore,harusnya gratis aja tidak berbayar,1
"Alhamdulillah.., Dengan aplikasi ini semua penelpon gelap / penipu tidak bisa menggangu nya lagi karna langsung bisa diatasi sama GET CONTACT semua nya jadi Amann tidak ada gangguan lagi. Terima kasih",PlayStore,alhamdulillah dengan aplikasi ini semua penelpon gelap  penipu tidak bisa menggangu nya lagi karna langsung bisa diatasi sama get contact semua nya jadi amann tidak ada gangguan lagi terima kasih,0
mayan seh buat ngiten klo ada tlp spam ...,PlayStore,mayan seh buat ngiten klo ada tlp spam,1
apa2 harus bayar,PlayStore,apa harus bayar,1
"gk bisa di gunakan, mau log in aja gak bisa",PlayStore,gk bisa di gunakan mau log in aja gak bisa,1
sekarang bebayar🥺,PlayStore,sekarang bebayar,1
harus premium dl br bisa liat banyak 😮‍💨,PlayStore,harus premium dl br bisa liat banyak,1
"harus menunggu berapa lama buat konfirmasi pembelian premium, uang sudah dibayar tp masih menunggu dari dev",PlayStore,harus menunggu berapa lama buat konfirmasi pembelian premium uang sudah dibayar tp masih menunggu dari dev,1
Dicoba dulu,PlayStore,dicoba dulu,1
sangat baik dan perguna,PlayStore,sangat baik dan perguna,1
dah langganan tiba tiba limit habis .... nyesel bayar,PlayStore,dah langganan tiba tiba limit habis  nyesel bayar,1
"aplikasi jelek, udah berkali kali daftar kaga k bisa tll",PlayStore,aplikasi jelek udah berkali kali daftar kaga k bisa tll,0
ruet,PlayStore,ruet,1
kenapa sekarang cuma liat tag jadi berbayar sih... jangan rakus gitulah,PlayStore,kenapa sekarang cuma liat tag jadi berbayar sih jangan rakus gitulah,1
sekarang kalau lihat tag harus premium. heran.,PlayStore,sekarang kalau lihat tag harus premium heran,1
apl bagus sangat membantu,PlayStore,apl bagus sangat membantu,2
Good Rekomendasi,PlayStore,good rekomendasi,1
gak bsa masuk2... aneh? udah report tetap belum ada kelanjutan nya... hadeuhh,PlayStore,gak bsa masuk aneh udah report tetap belum ada kelanjutan nya hadeuhh,1
el premium,PlayStore,el premium,1
apa apa harus premium cih,PlayStore,apa apa harus premium cih,1
aki cuma bisa lihat nama kontak ku di hp orang,PlayStore,aki cuma bisa lihat nama kontak ku di hp orang,1
"Jangan pernah download aplikasi inii, apk ini bisa narik saldo kalian secara otomatis!!, jangan pernah download yaa buat teman"" yang penasaran jangan coba"" dehhh.",PlayStore,jangan pernah download aplikasi inii apk ini bisa narik saldo kalian secara otomatis jangan pernah download yaa buat teman yang penasaran jangan coba dehhh,1
bagaimana cara berhenti berlangganan premium,PlayStore,bagaimana cara berhenti berlangganan premium,1
wa gw jadi kena spam gara gara get contak ngirim verifikasi lewat wa hadeh,PlayStore,wa gw jadi kena spam gara gara get contak ngirim verifikasi lewat wa hadeh,1
premium masih kena limit lo apaan coba,PlayStore,premium masih kena limit lo apaan coba,1
gk bisa masuk(sangat²buruk),PlayStore,gk bisa masuksangatburuk,1
jangan download ini gaes!,PlayStore,jangan download ini gaes,1
ga jelas gue langganan engga pake juga engga main ambil aja dan gue apk penipu,PlayStore,ga jelas gue langganan engga pake juga engga main ambil aja dan gue apk penipu,0
"Getcontact ini berfungsi untuk melihat cara orang lain me sv kita, kita juga seneng banget kolo nya orang namain kita sangat bagus, tapi kita juga bisa sakit hati karena orang namain kita jelek, maka nya kita coba dulu yh gyuss👍🏼👍🏼👍🏼",PlayStore,getcontact ini berfungsi untuk melihat cara orang lain me sv kita kita juga seneng banget kolo nya orang namain kita sangat bagus tapi kita juga bisa sakit hati karena orang namain kita jelek maka nya kita coba dulu yh gyuss,1
masih aman,PlayStore,masih aman,2
"parahhh limit terus, maksa bgt buat langganan",PlayStore,parahhh limit terus maksa bgt buat langganan,1
payahh harus berbayar,PlayStore,payahh harus berbayar,1
meni harus bayar,PlayStore,meni harus bayar,1
GK GUNA!!,PlayStore,gk guna,1
ga berguna njs,PlayStore,ga berguna njs,1
"apa sih nggak jelas, nomer udah aku isi dengan benar, tp nggak bisa verifikasi, kocakkkkkkk, padahal dulu nggak kayak gini, jelek banget aplikasinyaa👎🏻👎🏻",PlayStore,apa sih nggak jelas nomer udah aku isi dengan benar tp nggak bisa verifikasi kocakkkkkkk padahal dulu nggak kayak gini jelek banget aplikasinyaa,0
hallo. klo cara berhenti berlangganan gimn y,PlayStore,hallo klo cara berhenti berlangganan gimn y,1
terlalu jelek,PlayStore,terlalu jelek,0
dulu setau gw gak premium malah jadi premium gak asik,PlayStore,dulu setau gw gak premium malah jadi premium gak asik,1
bagus banget aplikasinya 😭,PlayStore,bagus banget aplikasinya,2
dulu bisa liat penanda nomor orang sekarang malah harus bayar,PlayStore,dulu bisa liat penanda nomor orang sekarang malah harus bayar,1
lama gak buka ni apk sekali buka udh pada fitur premium semua jadi kurang memuaskan🥲,PlayStore,lama gak buka ni apk sekali buka udh pada fitur premium semua jadi kurang memuaskan,1
sangat membu,PlayStore,sangat membu,1
KENAPA PREMIUM NGNTT,PlayStore,kenapa premium ngntt,1
bisa mendekteksi nomor,PlayStore,bisa mendekteksi nomor,1
gak jelas banget aku nyari nama ku di save apa malah nama nama nya ngarang dari apk nya wuuuu,PlayStore,gak jelas banget aku nyari nama ku di save apa malah nama nama nya ngarang dari apk nya wuuuu,1
"di harapkan untuk aplikasi getcontact tidak melihat data² penggunaan nya,krna ini dampak negatif bagi pengguna,karna sudah sering kali spam yang menghubungi saya",PlayStore,di harapkan untuk aplikasi getcontact tidak melihat data penggunaan nyakrna ini dampak negatif bagi penggunakarna sudah sering kali spam yang menghubungi saya,1
susah verifikasi nomer sekarng mau masuk gagal trus padahal udah pake dua opsi,PlayStore,susah verifikasi nomer sekarng mau masuk gagal trus padahal udah pake dua opsi,1
gabisa gratis harus bayar,PlayStore,gabisa gratis harus bayar,1
"Semoga nama kontak yg ditampilkan benar benar nama kontak yg disave sama orang, jadi aku kasih bintang ⭐⭐⭐⭐⭐ 5, karena aku berharap aku percaya dan bisa percaya.",PlayStore,semoga nama kontak yg ditampilkan benar benar nama kontak yg disave sama orang jadi aku kasih bintang   karena aku berharap aku percaya dan bisa percaya,1
"jangan langganan premium,ada limitnya percuma.....",PlayStore,jangan langganan premiumada limitnya percuma,1
gimana kok gabisa lihat yng ngesave?,PlayStore,gimana kok gabisa lihat yng ngesave,1
udah 5 bulan langganan udh setting Blokir panggilan SPAM tpi kek nggak brguna bngt tiap mlm bnyak sekali panggilan spam masuk,PlayStore,udah  bulan langganan udh setting blokir panggilan spam tpi kek nggak brguna bngt tiap mlm bnyak sekali panggilan spam masuk,1
ya baikk,PlayStore,ya baikk,1
"tolong kembalikan dana sayaa , saya tidak membeli premium tapi kesedot saldo sayaa tolong jikaa dana saya kembali akan saya kasi bintang 5",PlayStore,tolong kembalikan dana sayaa  saya tidak membeli premium tapi kesedot saldo sayaa tolong jikaa dana saya kembali akan saya kasi bintang,1
data dari pengguna tapi dijual biar bisa dibuka dengan bayar premium.. kapitalis,PlayStore,data dari pengguna tapi dijual biar bisa dibuka dengan bayar premium kapitalis,1
akirnya aku tidak ketipu,PlayStore,akirnya aku tidak ketipu,1
"saya sudah membayar untuk premium, tetapi kenapa kok masih tidak bisa? sedangkan transaksi sudah selesai",PlayStore,saya sudah membayar untuk premium tetapi kenapa kok masih tidak bisa sedangkan transaksi sudah selesai,1
Udah nggak langganan tapi saldo masih berkurang untuk apk ini,PlayStore,udah nggak langganan tapi saldo masih berkurang untuk apk ini,1
selalu berbayar,PlayStore,selalu berbayar,1
saat bagus dan berguna,PlayStore,saat bagus dan berguna,2
bagusssss . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,PlayStore,bagusssss,1
masa nomor spam penipuan yg sdh di blokkir masih bs tlp.hrsnya nomorbyg di blokir ngk bs masuk,PlayStore,masa nomor spam penipuan yg sdh di blokkir masih bs tlphrsnya nomorbyg di blokir ngk bs masuk,1
luar biasq,PlayStore,luar biasq,1
mudah,PlayStore,mudah,1
sangat membantu sekali untuk penelpon yg mesterius,PlayStore,sangat membantu sekali untuk penelpon yg mesterius,2
banyak no2 gajelas penipu spam bguslah bisa di blok di sini jg langsung,PlayStore,banyak no gajelas penipu spam bguslah bisa di blok di sini jg langsung,0
berbayar jadi susah mengidentifikasi kan no yang tidak di kenal,PlayStore,berbayar jadi susah mengidentifikasi kan no yang tidak di kenal,1
valid info nya,PlayStore,valid info nya,1
ngapus akun sebulan?! istighfar mas,PlayStore,ngapus akun sebulan istighfar mas,1
ga bisa daftar + sama ga ada notif,PlayStore,ga bisa daftar  sama ga ada notif,1
"bagus bisa tau siapa aja yang save nomor kita, tapi sayang nya karna udah banyak yang make yang awalnya ga bayar jadi bayar, makasi",PlayStore,bagus bisa tau siapa aja yang save nomor kita tapi sayang nya karna udah banyak yang make yang awalnya ga bayar jadi bayar makasi,2
lihat tag dari pengguna lain harus aktifkan fitur premium.,PlayStore,lihat tag dari pengguna lain harus aktifkan fitur premium,1
sangat bagus getcontact ini,PlayStore,sangat bagus getcontact ini,2
"sy sudah bayar premium di tanggal 27 kemarin, kenapa masih blm aktf premium sy?tolong dong balas email sy dn aktif kn premium sy",PlayStore,sy sudah bayar premium di tanggal  kemarin kenapa masih blm aktf premium sytolong dong balas email sy dn aktif kn premium sy,1
males udh berbayar,PlayStore,males udh berbayar,1
Bagaimana cara mengganti nomor di getcontact??,PlayStore,bagaimana cara mengganti nomor di getcontact,1
lumayan lhh yaa,PlayStore,lumayan lhh yaa,1
Udah jelek pkknya skrg yaa ga kyk dulu,PlayStore,udah jelek pkknya skrg yaa ga kyk dulu,0
sangat membantu dari modus penipuan,PlayStore,sangat membantu dari modus penipuan,2
mohon maaf g bgs ka😭🗿,PlayStore,mohon maaf g bgs ka,1
mengapa tdk bisa membuka getcontac untuk pencarian nama,PlayStore,mengapa tdk bisa membuka getcontac untuk pencarian nama,1
Aplikasi apa ini susah bgt mau login capek² donloawd gk bisa di pakek,PlayStore,aplikasi apa ini susah bgt mau login capek donloawd gk bisa di pakek,1
"tolong dong getcontact kasih fitur buat membatasi komentar sama hapus komentar, udah berkali² ngelaporin komentar ga pantas ga di gubris bahaya banget ada yang ga suka sama kita malah ngomentarin yang enggak² tolong di notice dongg hadeh🙁",PlayStore,tolong dong getcontact kasih fitur buat membatasi komentar sama hapus komentar udah berkali ngelaporin komentar ga pantas ga di gubris bahaya banget ada yang ga suka sama kita malah ngomentarin yang enggak tolong di notice dongg hadeh,1
kurang bagus bagi sayaa,PlayStore,kurang bagus bagi sayaa,2
sangat keren 👍🏻,PlayStore,sangat keren,2
tambah ruwet,PlayStore,tambah ruwet,1
boleh juga,PlayStore,boleh juga,1
apa apa serba premium,PlayStore,apa apa serba premium,1
"ngeliat tag sekarang berbayar ya, wkwkwk maless bangett",PlayStore,ngeliat tag sekarang berbayar ya wkwkwk maless bangett,1
baguslah,PlayStore,baguslah,1
so good,PlayStore,so good,1
loading terus,PlayStore,loading terus,1
bagus banget min,PlayStore,bagus banget min,2
lama....udah premium malah nggak bisa...!!,PlayStore,lamaudah premium malah nggak bisa,1
APA APA BAYAR APA APA BAYAR !,PlayStore,apa apa bayar apa apa bayar,1
knp ada beberapa nomor yg gk bisa di cari,PlayStore,knp ada beberapa nomor yg gk bisa di cari,1
tidak bisa menghapus komentar sama sekali tolong diperbaharui agar bisa menghapus semua komentar jahat yang negatif,PlayStore,tidak bisa menghapus komentar sama sekali tolong diperbaharui agar bisa menghapus semua komentar jahat yang negatif,1
tidak begitu akurat.yg di tampilakn hanya nama kontak dr orang2 terdahulu.bukan versi baru,PlayStore,tidak begitu akuratyg di tampilakn hanya nama kontak dr orang terdahulubukan versi baru,1
kadang bisa di pake kada enggak bisa di pake,PlayStore,kadang bisa di pake kada enggak bisa di pake,1
"tadi nya sangat membantu, saya kurangin bintang karena iklan sehabis orang nelpon sangat menggangu",PlayStore,tadi nya sangat membantu saya kurangin bintang karena iklan sehabis orang nelpon sangat menggangu,2
kalau mau lihat semua harus peremium kocak,PlayStore,kalau mau lihat semua harus peremium kocak,1
kata nya gratis tapi harus bayar tiap bulan aneh dasar,PlayStore,kata nya gratis tapi harus bayar tiap bulan aneh dasar,1
"Bagus sih, jadi terhindar dari penipuan. Tapi kalo mau nelpon biasa, jadi susah!",PlayStore,bagus sih jadi terhindar dari penipuan tapi kalo mau nelpon biasa jadi susah,2
tidak bisa di gunakan,PlayStore,tidak bisa di gunakan,1
makin kesini makin kikir,PlayStore,makin kesini makin kikir,1
"gimana si orang mau daftar make akun gogle trus di suruh masukin no hp ya aku masukin trs ada tulis ""anda terlalu banyak mengirim verifikasi"" orang baru sekali",PlayStore,gimana si orang mau daftar make akun gogle trus di suruh masukin no hp ya aku masukin trs ada tulis anda terlalu banyak mengirim verifikasi orang baru sekali,1
ganggu sekrol tik tok aja nih iklannya monyet,PlayStore,ganggu sekrol tik tok aja nih iklannya monyet,1
saya tidak bisa menghapus status berlangganan getcontact saya,PlayStore,saya tidak bisa menghapus status berlangganan getcontact saya,1
diataspektasi,PlayStore,diataspektasi,1
sayang nya saya harus bayar,PlayStore,sayang nya saya harus bayar,1
aplikasi gk jelas.aplikasi sudah aku buang kok masih motong saldo gopay tiap bulan langsung.gmn caranya berhenti nya supaya gk motong saldo gopay saya minta tolong gimana caranya???,PlayStore,aplikasi gk jelasaplikasi sudah aku buang kok masih motong saldo gopay tiap bulan langsunggmn caranya berhenti nya supaya gk motong saldo gopay saya minta tolong gimana caranya,1
"sangat membantu,terus tingkatkan pengamanan & data basf para penipu,biar tidak ada lagi korban👍🙏",PlayStore,sangat membantuterus tingkatkan pengamanan  data basf para penipubiar tidak ada lagi korban,1
hacker seperti bajak akun orang atau identitas orang,PlayStore,hacker seperti bajak akun orang atau identitas orang,1
sungguh bagus,PlayStore,sungguh bagus,2
tidak bisa verifikasi aplikasi jelek tidak terpakai,PlayStore,tidak bisa verifikasi aplikasi jelek tidak terpakai,0
need dark mode when i use app in dark room it blast my eyes it hurt dark mode amoled please,PlayStore,need dark mode when i use app in dark room it blast my eyes it hurt dark mode amoled please,1
tidak bisa mengidentifikasi no orang yang tidak dikenal,PlayStore,tidak bisa mengidentifikasi no orang yang tidak dikenal,1
"sepertinya ada bug di aplikasinya, bisakah anda periksa kembali aplikasinya",PlayStore,sepertinya ada bug di aplikasinya bisakah anda periksa kembali aplikasinya,1
apk kikir masa harus bayar buat liat tag orang 😡😡,PlayStore,apk kikir masa harus bayar buat liat tag orang,1
apk sampah dulunya gratis sekarang berbayar,PlayStore,apk sampah dulunya gratis sekarang berbayar,1
"aplikasi apaan ga bisa login. loginya kek mau daftar jadi presiden, aplikasi ga guna udah banyak yang komplen soal ga bisa login tapi tetep ga ada perbaikan dongo",PlayStore,aplikasi apaan ga bisa login loginya kek mau daftar jadi presiden aplikasi ga guna udah banyak yang komplen soal ga bisa login tapi tetep ga ada perbaikan dongo,1
gada ujicoba gratis nya,PlayStore,gada ujicoba gratis nya,1
"Failed registration, complicated step. No good",PlayStore,failed registration complicated step no good,1
Dulu liat siapa aja tag orang gratis sekarang harus pake premium yang harga nya melebihi premium youtube,PlayStore,dulu liat siapa aja tag orang gratis sekarang harus pake premium yang harga nya melebihi premium youtube,1
mencoba KK langsung bayar,PlayStore,mencoba kk langsung bayar,1
menyelamatkan perempuan,PlayStore,menyelamatkan perempuan,1
"ini tolong dong fitur komentar adain hapus komen,saya gak nipu di tuduh nipu sama komnetar2 gak jelas",PlayStore,ini tolong dong fitur komentar adain hapus komensaya gak nipu di tuduh nipu sama komnetar gak jelas,1
🙆‍♀️,PlayStore,,1
harus bayar ya ka ya,PlayStore,harus bayar ya ka ya,1
jangan premium dong,PlayStore,jangan premium dong,1
"sbnrnya membantu, tp semenjak viral jd bayar semua dan jd kurang membantu",PlayStore,sbnrnya membantu tp semenjak viral jd bayar semua dan jd kurang membantu,2
"aplikasi penipuan, kalian ini telah menjual data data orang, dengan kata premium",PlayStore,aplikasi penipuan kalian ini telah menjual data data orang dengan kata premium,1
"mau stop langganan premium,dicari2 menunya gak ada, padahal sudah sesuai dengan arahan seperti yang teertera di mwnu bantuan",PlayStore,mau stop langganan premiumdicari menunya gak ada padahal sudah sesuai dengan arahan seperti yang teertera di mwnu bantuan,1
"Developer gila,daftar aja susah banget,mending hapus aja aplikasinya kalo nggak bisa mendaftar apalagi digunakan",PlayStore,developer giladaftar aja susah bangetmending hapus aja aplikasinya kalo nggak bisa mendaftar apalagi digunakan,1
aplikasinya bagus sih tapi pas aku cek ke nomor orang lain kok ada peringatan gitu,PlayStore,aplikasinya bagus sih tapi pas aku cek ke nomor orang lain kok ada peringatan gitu,2
kesel,PlayStore,kesel,1
malah suruh bayar KLO mau liat Tag.,PlayStore,malah suruh bayar klo mau liat tag,1
jelek gak je,PlayStore,jelek gak je,0
saya masukkan nomer saya085 7077...... pas memuat verifikasi kosongnya hilang jadi 085-7-77 ini gimana caranya gk bisa masuk padahal saya ketik nomernya benar,PlayStore,saya masukkan nomer saya  pas memuat verifikasi kosongnya hilang jadi  ini gimana caranya gk bisa masuk padahal saya ketik nomernya benar,1
"mau berhenti langganan cuma ada petunjuk Ios, dikira android ga butuh apa. ogah dah langganan lagi. mau cancel ribet bgt",PlayStore,mau berhenti langganan cuma ada petunjuk ios dikira android ga butuh apa ogah dah langganan lagi mau cancel ribet bgt,1
kenapa saya tidak bisa daftar dengan getcontact padahal ini sangat berarti bagi saya,PlayStore,kenapa saya tidak bisa daftar dengan getcontact padahal ini sangat berarti bagi saya,1
Assalamu'alaikum operator Getcontack sama menggunakan aplikasi ini dan memasuki aplikasi ini ko no wa saya telah keluar dan saya ke ben karena spam ini kenapa yak mohon tanggung jawab,PlayStore,assalamualaikum operator getcontack sama menggunakan aplikasi ini dan memasuki aplikasi ini ko no wa saya telah keluar dan saya ke ben karena spam ini kenapa yak mohon tanggung jawab,1
serba iklan...,PlayStore,serba iklan,1
